Ferguson Fire & Fabrication Price Book    Net Price List
Effective: 2/23/2022    METRO FIRE EQUIPMENT INC
Gemini Trilogie           Abbr     Size                  Description                              Finish     Price Listno               
---------------------------------------------------------------------------------------------------------------------------------------
SBA112,A001JG,HSBAE01,1.5 x 1,"Sway Brace Afcon E 01",Blk,$11.85,09-003-3-01-1-1510
511391,S4235012,ADPSFIP,1.2,"ADAPTOR SXFIP CPVC FIRE (BRASS)",Brass,$21.88,14-005-1-03-1-0013
511393,S4235020,ADPSFIP,2,"ADAPTOR SXFIP CPVC FIRE (BRASS)",Brass,$36.57,14-005-1-03-1-0020
511412,S4235101G,ADRPSFBG,.7  x .5,"REDUCING ADAPTOR SXF CPVC (BRASS) W/GSKT",Brass,$4.99,14-005-2-02-1-0705
,S4235130GS,,,"1X1/2 BRS CPVC SOC X GSKT FEM ADPT",Brass,$5.28,
,S4235131G,,,"1X3/4 BRS CPVC SOC X GSKT FEM ADPT",Brass,$7.60,
,S4238101G,,,"3/4X1/2 CPVC SPKLR SPGT ADPT TORQ",,$4.18,
511931,S4257007,UNPSS,.7,"UNION SXS CPVC FIRE",Blk,$2.84,14-008-1-01-1-0007
511932,S4257010,UNPSS,1,"UNION SXS CPVC FIRE",Blk,$5.15,14-008-1-01-1-0010
511933,S4257012,UNPSS,1.2,"UNION SXS CPVC FIRE",Blk,$6.74,14-008-1-01-1-0013
511934,S4257015,UNPSS,1.5,"UNION SXS CPVC FIRE",Blk,$7.98,14-008-1-01-1-0015
,S61FT1024040,,,"2-1/2X4 300# IMP TOL",,$15.28,
569304,S65DC3020,VCAPDN,2   x 1,"Grvd Drain Cap Grv X FIP",Blk,$16.32,04-011-2-01-1-2010
569305,S65DC3024,VCAPDN,2.5 x 1,"Grvd Drain Cap Grv X FIP",Blk,$16.32,04-011-2-01-1-2510
569306,S65DC3030,VCAPDN,3   x 1,"Grvd Drain Cap Grv X FIP",Blk,$19.42,04-011-2-01-1-3010
569307,S65DC3040,VCAPDN,4   x 1,"Grvd Drain Cap Grv X FIP",Blk,$20.16,04-011-2-01-1-4010
569309,S65DC3060,VCAPDN,6   x 1,"Grvd Drain Cap Grv X FIP",Blk,$32.65,04-011-2-01-1-6010
,S65DC3080,,,"8 DRN CAP GRV W/ 1 NPT",,$38.71,
,S65X3020,,,"2 PTD ULFM CRS GRV",,$288.11,
073025,SCP020,PCPVC15,2,"CPVC FIRE PIPE 15 FT",Blk,$3.48,12-011-1-01-1-0020
,SSLFFFLOGO,,,"SPOTTER LVL W/ FFF LOGO",,$58.26,
,SSMLA,,,"SPOTTER MAG LASER ATTACH",,$52.44,
,T1170,,,"MTL PO REC ESC WHIT",,$2.67,
,T1171,,,"MTL PO REC ESC CP",,$2.23,
506099,T501101286,STEL2UB,286,"TYCO ELO-231 3/4" 11.2K SSU TY5111 BRASS",Brass,$18.59,17-002-3-10-1-2860
,T503144165,,,"TY3281 1/2 WHIT 165 QR INSTIT PEND",,$44.89,
,T503149165,,,"TY3281 1/2 CP 165 QR INSTIT PEND",,$44.89,
,T503169165,,,"TY3381 1/2 CP 165 QR INSTIT HSW",,$52.34,
509030,T505101286,STEL2BUB,286,"TYCO ELO-231B 3/4" 11.2K SSU TY5151 BRAS",Brass,$12.87,17-002-3-11-1-2860
,T506111212,,,"TY3183 1/2 BRS SD1 212 ATTIC SPKLR",Brass,$100.75,
,T506201200,,,"TY2180 1/2 BRS BB1 200 ATTIC SPKLR",Brass,$48.92,
,T506241200,,,"TY2190 1/2 BRS AP 200 ATTIC SPKLR",Brass,$18.32,
,T510104155,,,"TY1234 1/2 WHIT LFII 155 RES PEND",,$14.92,
,T510104175,,,"TY1234 1/2 WHIT LFII 175 RES PEND",,$14.92,
,T510694155,,,"TY4234 3/4 WHIT LFII 155 RES PEND",,$20.26,
,T510721200,,,"TY5332 3/4 BRS SW-20 200 SR HSW",Brass,$109.61,
,T511049165,,,"TY3290 1/2 CP TFP PH2 165 PEND",,$159.11,
509825,T511121160,STLF2RFC,160,"TYCO LFII 1/2" 4.9K RES FLAT CON SSP",Brass,$11.80,17-004-3-02-1-1600
,T511141160,,,"TY2524 1/2 BRS LFII 160 RES CONC",Brass,$11.60,
,T511231162,,,"*0519 TY2284 1/2 BRS LFII 162 RES",Brass,$101.50,
509809,T511234162,STLF2FPW,162,"TYCO LFII 1/2" RES FLUSH SSP 4.2 TY2284",Blk,$101.50,17-004-2-01-1-1620
509800,T512011155,STLF2PRB,155,"TYCO LFII 1/2" 4.9K RES SSP TY2234 BRASS",Brass,$5.60,17-001-3-12-1-1550
,T512011175,,,"*0320 TY2234 1/2 BRS LFII 175 RES P",Brass,$5.60,
509802,T512014155,STLF2PRW,155,"TYCO LFII 1/2" 4.9K RES SSP TY2234 WHITE",Blk,$5.58,17-001-2-06-1-1550
509801,T512019155,STLF2PRC,155,"TYCO LFII 1/2" 4.9K RES SSP TY2234 CHROM",Blk,$5.58,17-001-1-08-1-1550
509812,T512114155,STLF2RHW,155,"TYCO LFII 1/2" 4.2K RES HSW TY1334 WHITE",Blk,$9.00,17-003-2-02-1-1550
,T512114175,,,"TY1334 1/2 WHIT LFII 175 RES HSW",,$9.00,
,T512154155,,,"TY2334 1/2 WHIT LFII 155 RES HSW",,$9.00,
,T513011175,,,"TY3189 1/2 BRS CC2 175 QR UP 5.6K",Brass,$22.98,
,T513011200,,,"TY3199 1/2 BRS CC3 200 QR UP 5.6K",Brass,$29.64,
,T513111175,,,"TY2189 1/2 BRS CC2 175 QR UP 4.2K",Brass,$17.70,
,T513111200,,,"TY2199 1/2 BRS CC3 200 QR UP 4.2K",Brass,$27.43,
509140,T517901155,STRF2CL,155,"TYCO RFII  1/2" 5.6KCOM SR TY3551 CONC L",Brass,$13.61,17-004-3-04-1-1550
509142,T517921155,STRF2QCL,155,"TYCO RFII COM 5.6K QR CONC TY3531 L/COVE",Brass,$11.13,17-004-3-03-1-1550
509143,T517921200,STRF2QCL,200,"TYCO RFII COM 5.6K QR CONC TY3531 L/COVE",Brass,$11.01,17-004-3-03-1-2000
509815,T518731155,STLF2RCB,155,"TYCO LFII 1/2" 4.9K RES SSP TY2234 W/PLT",Brass,$12.76,17-001-3-13-1-1550
,T518871200,,,"TY7153 3/4 BRS K17 200 SR UP 16.8K",Brass,$58.76,
,T518934200,,,"TY5237 3/4 WHIT EC-11 200 EC PEND",,$16.07,
509061,T518939155,STEC11PC,155,"TYCO EC-11 3/4" 11.2K SSP TY5237 CHROME",Blk,$16.07,17-001-1-05-1-1550
509424,T518939200,STEC11PC,200,"TYCO EC-11 3/4" 11.2K SSP TY5237 CHROME",Blk,$16.07,17-001-1-05-1-2000
509062,T518941200,STEC11UB,200,"TYCO EC-11 3/4" 11.2K SSU TY5137 BRASS",Brass,$16.04,17-002-3-05-1-2000
509059,T518954155,STEC14PW,155,"TYCO EC-14 3/4" 14.0K SSP TY6237 WHITE",Blk,$18.00,17-001-2-04-1-1550
509064,T518959155,STEC14PC,155,"TYCO EC-14 3/4" 14.0K SSP TY6237 CHROME",Blk,$18.00,17-001-1-06-1-1550
509066,T518961155,STEC14UB,155,"TYCO EC-14 3/4" 14.0K SSU TY6137 BRASS",Brass,$17.77,17-002-3-06-1-1550
509067,T518961200,STEC14UB,200,"TYCO EC-14 3/4" 14.0K SSU TY6137 BRASS",Brass,$17.77,17-002-3-06-1-2000
,T522031113,,,"4 AV-1-300 GXG ALRM CHK VLV",,$804.26,
,T522031413,,,"4 AV-1-300 FLGXGRV ALRM CHK VLV",,$804.26,
,T522044951,,,"4 - 6 AV-1-300 VERT ALRM VLV TRIM",,$705.96,
533270,T522111002,RTF211WT,,"TYCO F211 RETARD CHAMBER W/TRIM",Blk,$343.26,06-001-4-03-1-0000
535004,T523101940,VDTDPV1G,4,"TYCO DPV-1 DRY VLV GxG",Blk,$1,558.13,06-007-2-05-1-0040
,T523103940,,,"4 DPV-1 GXG P/A DRY PIPE VLV",,$3,170.33,
533290,T523242002,AMD-1G,,"GEM AMD-1 AIR MAINT DEVICE",Blk,$606.63,06-009-1-04-1-0000
532002,T523801001,VCDWB,1,"CONDENSATE DRAIN W/ BALL VALVES",Blk,$135.44,07-008-1-01-1-0010
,T526302001P,,,"WTR MTR ALARM WMA-1 ALUM W/ TRIM",,$474.66,
509295,T531011212,STYLULB,212,"TYCO TY-L 3/4" 8.0K SSU TY4111 BRASS",Brass,$19.63,17-002-3-08-1-2120
509547,T531011280,STYLULB,286,"TYCO TY-L 3/4" 8.0K SSU TY4111 BRASS",Brass,$19.63,17-002-3-08-1-2860
509523,T531029165,STTYLPLC,165,"TYCO TY-L 3/4" 8.0K SSP TY4211 CHROME",Blk,$22.44,17-001-1-09-1-1650
509292,T531111165,STYLUB,165,"TYCO TY-L 1/2" SSU TY3111 BRASS",Brass,$10.52,17-002-3-04-1-1650
509293,T531111212,STYLUB,212,"TYCO TY-L 1/2" SSU TY3111 BRASS",Brass,$10.52,17-002-3-04-1-2120
509286,T531121165,STYLPB,165,"TYCO TY-L 1/2" 5.6K SSP TY3211 BRASS",Brass,$10.52,17-001-3-04-1-1650
509288,T531121212,STYLPB,212,"TYCO TY-L 1/2" 5.6K SSP TY3211 BRASS",Brass,$10.52,17-001-3-04-1-2120
509524,T531121280,STYLPB,280,"TYCO TY-L 1/2" 5.6K SSP TY3211 BRASS",Brass,$11.70,17-001-3-04-1-2800
509287,T531129165,STYLPC,165,"TYCO TY-L 1/2" 5.6K SSP TY3211 CHROME",Blk,$10.76,17-001-1-04-1-1650
509297,T531131165,STYLHB,165,"TYCO TY-L 1/2" 5.6K HSW TY3311 BRASS",Brass,$20.39,17-003-1-07-1-1650
509299,T531131212,STYLHB,212,"TYCO TY-L 1/2" 5.6K HSW TY3311 BRASS",Brass,$20.39,17-003-1-07-1-2120
509298,T531139165,STYLHC,165,"TYCO TY-L 1/2" 5.6K HSW TY3311 CHROME",Blk,$22.56,17-003-1-03-1-1650
499215,T560001075,SWTRF2,,"TYCO SPKR WRENCH RF2 CONC",Blk,$83.13,17-008-1-20-1-0000
499212,T560001265,SWTT18,,"TYCO SPKR WRENCH TY 18 LF2 CONC",Blk,$83.13,17-008-1-18-1-0000
,T560001300,,,"CVR PLT TOOL",,$26.16,
499115,T560006387,SWTT6,,"TYCO SPKR WRENCH TY 6 1/2 & 3/4",Blk,$50.01,17-008-1-06-1-0000
,T560017513,,,"CP TYPE C ESC",,$14.53,
,T561231001,,,"*0519 LFII RES FLUSH SPKLR ESC AB",,$14.50,
,T563124010,,,"RAVEN STYLE G 4 WHT ESC",,$16.03,
,T563129010,,,"RAVEN STYLE G 4 CHR ESC",Chr,$16.03,
,T563141001,,,"W-TYPE 25 RAVEN SPKLR WRCH",,$144.18,
,T563144010,,,"RAVEN STYLE F 3 WHT ESC",,$16.03,
,T563149010,,,"RAVEN STYLE F 3 CHR ESC",Chr,$16.03,
499222,T566657001,SWTT22,,"TYCO SPKR WRENCH TY 22 EC11/EC14",Blk,$83.13,17-008-1-22-1-0000
509311,T567004010,SCTS40W,,"TYCO S 40 3/4" 2-PC REC CANOPY WHITE",Blk,$1.55,17-007-1-05-1-0000
509301,T567014010,SCTS10W,,"TYCO S 10 1/2" 2-PC REC CANOPY WHITE",Blk,$1.53,17-007-2-01-1-0000
509300,T567019010,SCTS10C,,"TYCO S 10 1/2" 2-PC REC CANOPY CHROME",Blk,$1.53,17-007-1-01-1-0000
,T567052010,,,"1/2 STYLE 20 ADJ REC 2PC ESC BRS",,$4.50,
509305,T567054010,SCTS20W,,"TYCO S 20 1/2" 2-PC QR REC CANOPY WHITE",Blk,$1.53,17-007-2-03-1-0000
509307,T567059011,SCTS30C,,"TYCO S 30 3/4" 2-PC QR REC CANOPY CHROME",Blk,$1.55,17-007-1-03-1-0000
509302,T567154010,SCTS15W,,"TYCO S 15  5/8" 2-PC REC CANOPY WHITE",Blk,$1.13,17-007-2-07-1-0000
509301,T567159010,SCTS15C,,"TYCO S 15  5/8" 2-PC REC CANOPY CHROME",Blk,$1.13,17-007-1-07-1-0000
509147,T567924135,SCTPRF2W,135,"TYCO COVER PLATE FOR RF2 CONCEALER WHITE",Blk,$4.88,17-007-2-04-1-1350
509148,T567924165,SCTPRF2W,165,"TYCO COVER PLATE FOR RF2 CONCEALER WHITE",Blk,$4.83,17-007-2-04-1-1650
,T567926135,,,"RFII CVR PLT BLAC",,$11.50,
,T567928135,,,"135 DEG CONC SPKLR CVR PLT BC",,$12.06,
509145,T567929135,SCTPRF2C,135,"TYCO COVER PLATE RF2 CHROME",Blk,$4.88,17-007-1-06-1-1350
,T567929165,,,"RFII CONC SPKLR CVR PLT BRCP",,$4.88,
499200,T568504001,SWTT7,,"TYCO SPKR WRENCH TY 7 SOCKET TYB",Blk,$83.13,17-008-1-07-1-0000
499201,T568721025,SWTT1,,"TYCO SPKR WRENCH TY 1 EC25",Blk,$63.19,17-008-1-01-1-0000
509817,T568734135,SCTDLFOW,,"TYCO CONCEAL CVR PLT DOME FOR RES LF2 BR",Blk,$5.43,17-007-5-02-1-0000
SPCW01,T568924135,SCPWELOC,,"135/160 ELOC WHT Conc Plate",Blk,$11.85,13-002-2-13-1-0000
499207,T568951001,SWTT3,,"TYCO SPKR WRENCH TY 3 EC/ELO",Blk,$68.10,17-008-1-03-1-0000
,T569389000,,,"G5 SPKLR GUARD F/ DS-1 DRY SPRKLR",,$11.54,
,T573401200,,,"TY2131 1/2 BRS TY-FRB 200 QR UP",Brass,$11.17,
,T573414200,,,"TY2231 1/2 WHIT TY-FRB 200 QR PEND",,$12.06,
,T57371X155,,,"TY3231 1/2 BLK TY-FRB 155 QR PEND",Blk,$76.66,
509057,T573781155,STYFRBHB,155,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 BRASS",Brass,$11.35,17-003-3-02-1-1550
,T573781175,,,"TY3331 1/2 BRS TY-FRB 175 QR HSW",Brass,$11.35,
509058,T573781200,STYFRBHB,200,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 BRASS",Brass,$11.35,17-003-3-02-1-2000
509088,T573781286,STYFRBHB,286,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 BRASS",Brass,$11.35,17-003-3-02-1-2860
509112,T573784155,STYFRBHW,155,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 WHITE",Blk,$11.36,17-003-2-01-1-1550
509079,T573784200,STYFRBHW,200,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 WHITE",Blk,$11.36,17-003-2-01-1-2000
509110,T573789155,STYFRBHC,155,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 CHROME",Blk,$11.36,17-003-1-02-1-1550
509078,T573789200,STYFRBHC,200,"TYCO TY-FRB 1/2" 5.6K HSW TY3331 CHROME",Blk,$11.36,17-003-1-02-1-2000
509115,T573901155,STYFRULB,155,"TYCO TY-FRB 3/4" 8.0K SSU TY4131 BRASS",Brass,$9.45,17-002-3-07-1-1550
509098,T573901200,STYFRULB,200,"TYCO TY-FRB 3/4" 8.0K SSU TY4131 BRASS",Brass,$9.45,17-002-3-07-1-2000
509108,T573901286,STYFRULB,286,"TYCO TY-FRB 3/4" 8.0K SSU TY4131 BRASS",Brass,$9.45,17-002-3-07-1-2860
509120,T573911200,STYFRBLB,200,"TYCO TY-FRB 3/4" 8.0K SSP TY4231 BRASS",Brass,$9.45,17-001-3-09-1-2000
509106,T573919155,STYFRBLC,155,"TYCO TY-FRB 3/4" 8.0K SSP TY4231 CHROME",Blk,$14.39,17-001-1-07-1-1550
509111,T573919200,STYFRBLC,200,"TYCO TY-FRB 3/4" 8.0K SSP TY4231 CHROME",Blk,$14.39,17-001-1-07-1-2000
,T573961155,,,"TY4332 3/4 BRS TY-FRB 155 QR HSW",Brass,$19.37,
,T573964155,,,"TY4332 3/4 WHIT TY-FRB 155 QR HSW",,$21.82,
,T573969155,,,"TY4332 3/4 CP TY-FRB 155 QR HSW",,$21.82,
509055,T575781200,STYBHSWB,200,"TYCO TY-B 1/2" 5.6K HSW TY3351 BRASS",Brass,$8.61,17-003-3-01-1-2000
509004,T575901155,STTYBULB,155,"TYCO TY-B 3/4" 8.0K SSU TY4151 BRASS",Brass,$6.59,17-002-3-02-1-1550
509005,T575901200,STTYBULB,200,"TYCO TY-B 3/4" 8.0K SSU TY4151 BRASS",Brass,$6.59,17-002-3-02-1-2000
509006,T575901286,STTYBULB,286,"TYCO TY-B 3/4" 8.0K SSU TY4151 BRASS",Brass,$6.59,17-002-3-02-1-2860
509034,T575919286,STTYBPLC,286,"TYCO TY-B 3/4" 8.0K SSP TY4251 CHROME",Blk,$7.10,17-001-1-02-1-2860
,T581709165,,,"TY4322 3/4 CP TY-FRL 165 QR HSW",,$54.58,
509040,T584401165,STESF14B,165,"TYCO ESFR-1 3/4" 14.0K SSP TY6226 BRASS",Brass,$51.04,17-001-3-08-1-1650
509044,T584411165,STESF25B,165,"TYCO ESFR-25 1" 25.2K SSP TY9226 BRASS",Brass,$32.03,17-001-3-07-1-1650
509047,T584411214,STESF25B,214,"TYCO ESFR-25 1" 25.2K SSP TY9226 BRASS",Brass,$32.03,17-001-3-07-1-2140
509612,T584451214,STESF17B,214,"TYCO ESFR-17 3/4" X 16.8K SSP TY7226 BRA",Brass,$68.25,17-001-3-10-1-2140
509087,T584501214,STEC25UB,214,"TYCO EC-25 1" 25.2K SSU TY9128 BRASS",Brass,$42.17,17-002-3-12-1-2140
,T584551214,,,"*0220 TY7223 3/4 BRS ESFR17 QR214",Brass,$56.72,
,T59300F040N,,,"4 GXG GEAR OP BFV W/TAMPER SWCH",,$785.00,
,T595900020,,,"2 GRV CHK VLV CV-1F",,$165.57,
533202,T595900025,CVTCV1F,2.5,"TYCO CV-1F GRV CHECK VALVE",Blk,$174.10,06-004-1-04-1-0025
533203,T595900030,CVTCV1F,3,"TYCO CV-1F GRV CHECK VALVE",Blk,$193.47,06-004-1-04-1-0030
533204,T595900040,CVTCV1F,4,"TYCO CV-1F GRV CHECK VALVE",Blk,$203.77,06-004-1-04-1-0040
533206,T595900060,CVTCV1F,6,"TYCO CV-1F GRV CHECK VALVE",Blk,$386.12,06-004-1-04-1-0060
,T595900080,,,"8 GRV CHK VLV CV-1F",,$719.48,
533222,T595901025,CVCV1FRG,2.5,"TYCO CV-1FR RISER CHECK VALVE G X G",Blk,$334.41,06-004-5-02-1-0025
533223,T595901030,CVCV1FRG,3,"TYCO CV-1FR RISER CHECK VALVE G X G",Blk,$345.22,06-004-5-02-1-0030
533224,T595901040,CVCV1FRG,4,"TYCO CV-1FR RISER CHECK VALVE G X G",Blk,$360.27,06-004-5-02-1-0040
533226,T595901060,CVCV1FRG,6,"TYCO CV-1FR RISER CHECK VALVE G X G",Blk,$708.03,06-004-5-02-1-0060
533228,T595901080,CVCV1FRG,8,"TYCO CV-1FR RISER CHECK VALVE G X G",Blk,$1,235.24,06-004-5-02-1-0080
,T6012,,,"SPEC ORDER PAINT MATCH CHG",,$641.45,
,T603639120,,,"TY3235 12 CP DS-1 200 QR DRY PEND",,$95.36,
,T609339120,,,"TY3255 12 CP DS-1 200 SR DRY PEND",,$86.57,
,T630000002,,,"DSB-2 DRY SPKLR RUB BOOT KIT",,$29.69,
,T7302520EP,,,"2-1/2X2 PTD THRD MECH TEE E GSKT",,$52.70,
509090,T773701155,STYFRBUB,155,"TYCO TY-FRB 1/2"  5.6K SSU TY313 BRASS",Brass,$6.26,17-002-3-03-1-1550
509091,T773701200,STYFRBUB,200,"TYCO TY-FRB 1/2"  5.6K SSU TY313 BRASS",Brass,$6.26,17-002-3-03-1-2000
509092,T773701286,STYFRBUB,286,"TYCO TY-FRB 1/2"  5.6K SSU TY313 BRASS",Brass,$6.26,17-002-3-03-1-2860
509091,T773704200,STYFRBUW,200,"TYCO TY-FRB 1/2"  5.6K SSU TY313 WHITE",Blk,$13.37,17-002-2-01-1-2000
,T773709155,,,"TY313 1/2 CP TY-FRB 155 QR UP 5.6K",,$13.37,
509095,T773711155,STYFRBPB,155,"TYCO TY-FRB 1/2" 5.6K SSP TY323 BRASS",Brass,$6.26,17-001-3-03-1-1550
509099,T773711200,STYFRBPB,200,"TYCO TY-FRB 1/2" 5.6K SSP TY323 BRASS",Brass,$6.26,17-001-3-03-1-2000
509097,T773714155,STYFRBPW,155,"TYCO TY-FRB 1/2" 5.6K SSP TY323 WHITE",Blk,$6.58,17-001-2-03-1-1550
509102,T773714175,STYFRBPW,175,"TYCO TY-FRB 1/2" 5.6K SSP TY323 WHITE",Blk,$6.58,17-001-2-03-1-1750
509100,T773714200,STYFRBPW,200,"TYCO TY-FRB 1/2" 5.6K SSP TY323 WHITE",Blk,$6.58,17-001-2-03-1-2000
509082,T773714286,STYFRBPW,286,"TYCO TY-FRB 1/2" 5.6K SSP TY323 WHITE",Blk,$6.58,17-001-2-03-1-2860
509096,T773719155,STYFRBPC,155,"TYCO TY-FRB 1/2" 5.6K SSP TY323 CHROME",Blk,$6.58,17-001-1-03-1-1550
509013,T773719175,STYFRBPC,175,"TYCO TY-FRB 1/2" 5.6K SSP TY323 CHROME",Blk,$6.60,17-001-1-03-1-1750
509101,T773719200,STYFRBPC,200,"TYCO TY-FRB 1/2" 5.6K SSP TY323 CHROME",Blk,$6.60,17-001-1-03-1-2000
509081,T773719286,STYFRBPC,286,"TYCO TY-FRB 1/2" 5.6K SSP TY323 CHROME",Blk,$6.60,17-001-1-03-1-2860
509000,T775701155,STTYBUB,155,"TYCO TY-B 1/2" 5.6K SSU TY315 BRASS",Brass,$5.18,17-002-3-01-1-1550
509001,T775701200,STTYBUB,200,"TYCO TY-B 1/2" 5.6K SSU TY315 BRASS",Brass,$5.18,17-002-3-01-1-2000
509010,T775711155,STTYBPB,155,"TYCO TY-B 1/2" 5.6K SSP TY325 BRASS",Brass,$5.18,17-001-3-01-1-1550
509020,T775711200,STTYBPB,200,"TYCO TY-B 1/2" 5.6K SSP TY325 BRASS",Brass,$5.18,17-001-3-01-1-2000
509012,T775714155,STTYBPW,155,"TYCO TY-B 1/2'" 5.6K SSP TY325 WHITE",Blk,$6.34,17-001-2-01-1-1550
509022,T775714200,STTYBPW,200,"TYCO TY-B 1/2'" 5.6K SSP TY325 WHITE",Blk,$6.26,17-001-2-01-1-2000
509029,T775714286,STTYBPW,286,"TYCO TY-B 1/2'" 5.6K SSP TY325 WHITE",Blk,$6.26,17-001-2-01-1-2860
509011,T775719155,STTYBPC,155,"TYCO TY-B 1/2" 5.6K SSP TY325 CHROME",Blk,$6.34,17-001-1-01-1-1550
509021,T775719200,STTYBPC,200,"TYCO TY-B 1/2" 5.6K SSP TY325 CHROME",Blk,$6.26,17-001-1-01-1-2000
518000,T80000,TPTSSS,.7,"Tee CPVC Tyco SSS Fire",Blk,$0.84,14-012-1-01-1-0007
518001,T80001,TPTSSS,1,"Tee CPVC Tyco SSS Fire",Blk,$1.72,14-012-1-01-1-0010
518002,T80002,TPTSSS,1.2,"Tee CPVC Tyco SSS Fire",Blk,$3.30,14-012-1-01-1-0013
518003,T80003,TPTSSS,1.5,"Tee CPVC Tyco SSS Fire",Blk,$4.73,14-012-1-01-1-0015
518004,T80004,TPTSSS,2,"Tee CPVC Tyco SSS Fire",Blk,$6.96,14-012-1-01-1-0020
518005,T80005,TPTSSS,2.5,"Tee CPVC Tyco SSS Fire",Blk,$12.66,14-012-1-01-1-0025
519501,T80009,CCRSPTS,.7,"Cross CPVC Tyco SSSS Fire",Blk,$3.40,14-012-5-01-1-0007
519502,T80010,CCRSPTS,1,"Cross CPVC Tyco SSSS Fire",Blk,$2.76,14-012-5-01-1-0010
519503,T80011,CCRSPTS,1.2,"Cross CPVC Tyco SSSS Fire",Blk,$3.70,14-012-5-01-1-0013
519504,T80012,CCRSPTS,1.5,"Cross CPVC Tyco SSSS Fire",Blk,$5.71,14-012-5-01-1-0015
519505,T80013,CCRSPTS,2,"Cross CPVC Tyco SSSS Fire",Blk,$9.11,14-012-5-01-1-0020
519521,T80015,CCROPTS,1   x 1   x .7  x .7,"Cross Reducing CPVC Tyco SSSS Fire",Blk,$4.88,14-012-5-02-1-AA77
510002,T80026,EPTSS,1,"Ell CPVC Tyco SS Fire",Blk,$1.52,14-012-3-01-1-0010
510003,T80027,EPTSS,1.2,"Ell CPVC Tyco SS Fire",Blk,$2.18,14-012-3-01-1-0013
510004,T80028,EPTSS,1.5,"Ell CPVC Tyco SS Fire",Blk,$2.93,14-012-3-01-1-0015
510005,T80029,EPTSS,2,"Ell CPVC Tyco SS Fire",Blk,$4.38,14-012-3-01-1-0020
510006,T80030,EPTSS,2.5,"Ell CPVC Tyco SS Fire",Blk,$9.95,14-012-3-01-1-0025
510021,T80032,ERPTSS,1   x .7,"Ell Reducing CPVC Tyco SS Fire",Blk,$3.08,14-012-4-01-1-1007
514001,T80050,E45PTSS,.7,"Ell 45 CPVC Tyco SS Fire",Blk,$1.05,14-012-3-03-1-0007
514002,T80051,E45PTSS,1,"Ell 45 CPVC Tyco SS Fire",Blk,$1.33,14-012-3-03-1-0010
514003,T80052,E45PTSS,1.2,"Ell 45 CPVC Tyco SS Fire",Blk,$2.36,14-012-3-03-1-0013
514004,T80053,E45PTSS,1.5,"Ell 45 CPVC Tyco SS Fire",Blk,$3.04,14-012-3-03-1-0015
514005,T80054,E45PTSS,2,"Ell 45 CPVC Tyco SS Fire",Blk,$3.58,14-012-3-03-1-0020
519201,T80075,CPTSS,.7,"Coupling CPVC Tyco SS",Blk,$0.77,14-012-7-01-1-0007
519202,T80076,CPTSS,1,"Coupling CPVC Tyco SS",Blk,$0.78,14-012-7-01-1-0010
519203,T80077,CPTSS,1.2,"Coupling CPVC Tyco SS",Blk,$1.51,14-012-7-01-1-0013
519204,T80078,CPTSS,1.5,"Coupling CPVC Tyco SS",Blk,$2.11,14-012-7-01-1-0015
519205,T80079,CPTSS,2,"Coupling CPVC Tyco SS",Blk,$3.97,14-012-7-01-1-0020
519206,T80080,CPTSS,2.5,"Coupling CPVC Tyco SS",Blk,$4.37,14-012-7-01-1-0025
519101,T80100,CAPPTS,.7,"Cap CPVC Tyco Slip",Blk,$0.47,14-012-6-01-1-0007
519102,T80101,CAPPTS,1,"Cap CPVC Tyco Slip",Blk,$0.64,14-012-6-01-1-0010
519103,T80102,CAPPTS,1.2,"Cap CPVC Tyco Slip",Blk,$1.19,14-012-6-01-1-0013
519104,T80103,CAPPTS,1.5,"Cap CPVC Tyco Slip",Blk,$1.64,14-012-6-01-1-0015
519105,T80104,CAPPTS,2,"Cap CPVC Tyco Slip",Blk,$2.50,14-012-6-01-1-0020
518112,T80132,TRPTSSS,.7  x .7  x 1,"Tee CPVC Reducing Tyco SSS",Blk,$2.10,14-012-2-01-1-077A
518211,T80133,TRPTSSS,1   x .7  x .7,"Tee CPVC Reducing Tyco SSS",Blk,$2.10,14-012-2-01-1-1077
518212,T80134,TRPTSSS,1   x .7  x 1,"Tee CPVC Reducing Tyco SSS",Blk,$2.10,14-012-2-01-1-107A
518321,T80135,TRPTSSS,1.2 x 1   x .7,"Tee CPVC Reducing Tyco SSS",Blk,$3.76,14-012-2-01-1-12A7
518322,T80136,TRPTSSS,1.2 x 1   x 1,"Tee CPVC Reducing Tyco SSS",Blk,$3.37,14-012-2-01-1-12AA
518323,T80137,TRPTSSS,1.2 x 1   x 1.2,"Tee CPVC Reducing Tyco SSS",Blk,$3.59,14-012-2-01-1-12AB
518324,T80138,TRPTSSS,1.2 x 1.2 x 1.5,"Tee CPVC Reducing Tyco SSS",Blk,$4.59,14-012-2-01-1-12BC
518431,T80140,TRPTSSS,1.5 x 1.2 x .7,"Tee CPVC Reducing Tyco SSS",Blk,$6.38,14-012-2-01-1-15B7
